rating_gap,outcome_type
54,Expected (Higher Rated Won)
47,Expected (Higher Rated Won)
32,Upset (Lower Rated Won)
19,Upset (Lower Rated Won)
15,Expected (Higher Rated Won)
87,Upset (Lower Rated Won)
6,Expected (Higher Rated Won)
50,Upset (Lower Rated Won)
28,Expected (Higher Rated Won)
79,Upset (Lower Rated Won)
21,Upset (Lower Rated Won)
45,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
43,Upset (Lower Rated Won)
55,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
14,Upset (Lower Rated Won)
32,Expected (Higher Rated Won)
8,Upset (Lower Rated Won)
4,Upset (Lower Rated Won)
7,Upset (Lower Rated Won)
89,Expected (Higher Rated Won)
25,Upset (Lower Rated Won)
31,Expected (Higher Rated Won)
17,Expected (Higher Rated Won)
38,Expected (Higher Rated Won)
72,Expected (Higher Rated Won)
1,Expected (Higher Rated Won)
549,Expected (Higher Rated Won)
549,Expected (Higher Rated Won)
37,Expected (Higher Rated Won)
6,Expected (Higher Rated Won)
274,Upset (Lower Rated Won)
48,Upset (Lower Rated Won)
144,Expected (Higher Rated Won)
78,Upset (Lower Rated Won)
19,Expected (Higher Rated Won)
177,Expected (Higher Rated Won)
165,Expected (Higher Rated Won)
230,Expected (Higher Rated Won)
273,Upset (Lower Rated Won)
319,Upset (Lower Rated Won)
300,Upset (Lower Rated Won)
38,Expected (Higher Rated Won)
276,Expected (Higher Rated Won)
321,Upset (Lower Rated Won)
415,Upset (Lower Rated Won)
432,Expected (Higher Rated Won)
428,Expected (Higher Rated Won)
25,Upset (Lower Rated Won)
473,Upset (Lower Rated Won)
473,Upset (Lower Rated Won)
445,Expected (Higher Rated Won)
445,Expected (Higher Rated Won)
439,Expected (Higher Rated Won)
439,Expected (Higher Rated Won)
439,Upset (Lower Rated Won)
477,Expected (Higher Rated Won)
477,Expected (Higher Rated Won)
477,Upset (Lower Rated Won)
324,Expected (Higher Rated Won)
123,Expected (Higher Rated Won)
162,Upset (Lower Rated Won)
145,Expected (Higher Rated Won)
181,Expected (Higher Rated Won)
167,Expected (Higher Rated Won)
432,Expected (Higher Rated Won)
64,Expected (Higher Rated Won)
101,Upset (Lower Rated Won)
293,Upset (Lower Rated Won)
283,Expected (Higher Rated Won)
22,Expected (Higher Rated Won)
39,Expected (Higher Rated Won)
58,Upset (Lower Rated Won)
31,Expected (Higher Rated Won)
6,Expected (Higher Rated Won)
38,Upset (Lower Rated Won)
35,Expected (Higher Rated Won)
110,Upset (Lower Rated Won)
38,Expected (Higher Rated Won)
97,Upset (Lower Rated Won)
121,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
62,Upset (Lower Rated Won)
44,Upset (Lower Rated Won)
91,Expected (Higher Rated Won)
62,Expected (Higher Rated Won)
89,Upset (Lower Rated Won)
23,Expected (Higher Rated Won)
158,Upset (Lower Rated Won)
65,Upset (Lower Rated Won)
35,Expected (Higher Rated Won)
85,Expected (Higher Rated Won)
25,Upset (Lower Rated Won)
127,Expected (Higher Rated Won)
6,Expected (Higher Rated Won)
33,Expected (Higher Rated Won)
31,Expected (Higher Rated Won)
130,Expected (Higher Rated Won)
33,Upset (Lower Rated Won)
55,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
34,Expected (Higher Rated Won)
60,Upset (Lower Rated Won)
88,Upset (Lower Rated Won)
83,Expected (Higher Rated Won)
57,Expected (Higher Rated Won)
60,Expected (Higher Rated Won)
46,Upset (Lower Rated Won)
14,Upset (Lower Rated Won)
25,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
93,Upset (Lower Rated Won)
221,Expected (Higher Rated Won)
252,Upset (Lower Rated Won)
133,Expected (Higher Rated Won)
152,Upset (Lower Rated Won)
74,Upset (Lower Rated Won)
365,Expected (Higher Rated Won)
103,Expected (Higher Rated Won)
33,Upset (Lower Rated Won)
59,Upset (Lower Rated Won)
111,Expected (Higher Rated Won)
236,Expected (Higher Rated Won)
90,Expected (Higher Rated Won)
162,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
52,Upset (Lower Rated Won)
19,Expected (Higher Rated Won)
152,Upset (Lower Rated Won)
110,Upset (Lower Rated Won)
184,Upset (Lower Rated Won)
67,Upset (Lower Rated Won)
114,Upset (Lower Rated Won)
233,Expected (Higher Rated Won)
55,Expected (Higher Rated Won)
227,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
163,Expected (Higher Rated Won)
213,Upset (Lower Rated Won)
219,Expected (Higher Rated Won)
70,Expected (Higher Rated Won)
86,Upset (Lower Rated Won)
22,Upset (Lower Rated Won)
18,Upset (Lower Rated Won)
270,Expected (Higher Rated Won)
1,Expected (Higher Rated Won)
106,Expected (Higher Rated Won)
191,Expected (Higher Rated Won)
38,Upset (Lower Rated Won)
157,Expected (Higher Rated Won)
26,Expected (Higher Rated Won)
42,Upset (Lower Rated Won)
261,Expected (Higher Rated Won)
71,Expected (Higher Rated Won)
35,Expected (Higher Rated Won)
145,Expected (Higher Rated Won)
6,Upset (Lower Rated Won)
102,Expected (Higher Rated Won)
48,Expected (Higher Rated Won)
305,Expected (Higher Rated Won)
107,Expected (Higher Rated Won)
74,Expected (Higher Rated Won)
55,Expected (Higher Rated Won)
114,Upset (Lower Rated Won)
166,Expected (Higher Rated Won)
408,Expected (Higher Rated Won)
574,Upset (Lower Rated Won)
448,Expected (Higher Rated Won)
150,Upset (Lower Rated Won)
110,Expected (Higher Rated Won)
201,Expected (Higher Rated Won)
170,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
41,Expected (Higher Rated Won)
138,Expected (Higher Rated Won)
20,Expected (Higher Rated Won)
84,Upset (Lower Rated Won)
84,Upset (Lower Rated Won)
84,Upset (Lower Rated Won)
470,Expected (Higher Rated Won)
349,Expected (Higher Rated Won)
260,Expected (Higher Rated Won)
163,Upset (Lower Rated Won)
136,Upset (Lower Rated Won)
464,Expected (Higher Rated Won)
464,Expected (Higher Rated Won)
470,Expected (Higher Rated Won)
633,Expected (Higher Rated Won)
210,Upset (Lower Rated Won)
168,Expected (Higher Rated Won)
259,Expected (Higher Rated Won)
361,Expected (Higher Rated Won)
70,Expected (Higher Rated Won)
83,Expected (Higher Rated Won)
65,Expected (Higher Rated Won)
45,Expected (Higher Rated Won)
17,Expected (Higher Rated Won)
240,Expected (Higher Rated Won)
343,Expected (Higher Rated Won)
331,Expected (Higher Rated Won)
252,Expected (Higher Rated Won)
174,Upset (Lower Rated Won)
107,Upset (Lower Rated Won)
145,Upset (Lower Rated Won)
34,Expected (Higher Rated Won)
50,Expected (Higher Rated Won)
387,Expected (Higher Rated Won)
163,Upset (Lower Rated Won)
59,Expected (Higher Rated Won)
181,Expected (Higher Rated Won)
81,Expected (Higher Rated Won)
217,Expected (Higher Rated Won)
178,Upset (Lower Rated Won)
60,Upset (Lower Rated Won)
26,Upset (Lower Rated Won)
576,Expected (Higher Rated Won)
382,Expected (Higher Rated Won)
34,Upset (Lower Rated Won)
153,Expected (Higher Rated Won)
36,Upset (Lower Rated Won)
211,Expected (Higher Rated Won)
129,Upset (Lower Rated Won)
23,Expected (Higher Rated Won)
10,Upset (Lower Rated Won)
194,Expected (Higher Rated Won)
39,Upset (Lower Rated Won)
7,Expected (Higher Rated Won)
137,Expected (Higher Rated Won)
269,Upset (Lower Rated Won)
356,Expected (Higher Rated Won)
124,Upset (Lower Rated Won)
251,Expected (Higher Rated Won)
20,Expected (Higher Rated Won)
7,Expected (Higher Rated Won)
170,Expected (Higher Rated Won)
321,Expected (Higher Rated Won)
431,Expected (Higher Rated Won)
420,Expected (Higher Rated Won)
339,Expected (Higher Rated Won)
412,Expected (Higher Rated Won)
55,Upset (Lower Rated Won)
150,Upset (Lower Rated Won)
166,Expected (Higher Rated Won)
46,Upset (Lower Rated Won)
101,Upset (Lower Rated Won)
51,Expected (Higher Rated Won)
290,Expected (Higher Rated Won)
189,Upset (Lower Rated Won)
3,Upset (Lower Rated Won)
193,Expected (Higher Rated Won)
214,Expected (Higher Rated Won)
199,Expected (Higher Rated Won)
143,Expected (Higher Rated Won)
79,Upset (Lower Rated Won)
267,Upset (Lower Rated Won)
5,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
155,Upset (Lower Rated Won)
353,Expected (Higher Rated Won)
239,Expected (Higher Rated Won)
33,Expected (Higher Rated Won)
52,Upset (Lower Rated Won)
83,Upset (Lower Rated Won)
179,Expected (Higher Rated Won)
68,Upset (Lower Rated Won)
112,Expected (Higher Rated Won)
521,Expected (Higher Rated Won)
53,Expected (Higher Rated Won)
34,Expected (Higher Rated Won)
26,Expected (Higher Rated Won)
224,Expected (Higher Rated Won)
126,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
3,Upset (Lower Rated Won)
175,Expected (Higher Rated Won)
47,Upset (Lower Rated Won)
168,Expected (Higher Rated Won)
66,Expected (Higher Rated Won)
423,Upset (Lower Rated Won)
115,Upset (Lower Rated Won)
244,Expected (Higher Rated Won)
305,Expected (Higher Rated Won)
145,Expected (Higher Rated Won)
67,Expected (Higher Rated Won)
29,Upset (Lower Rated Won)
110,Expected (Higher Rated Won)
127,Upset (Lower Rated Won)
55,Upset (Lower Rated Won)
254,Upset (Lower Rated Won)
10,Upset (Lower Rated Won)
195,Expected (Higher Rated Won)
188,Expected (Higher Rated Won)
246,Expected (Higher Rated Won)
16,Upset (Lower Rated Won)
620,Expected (Higher Rated Won)
114,Upset (Lower Rated Won)
18,Upset (Lower Rated Won)
201,Expected (Higher Rated Won)
376,Expected (Higher Rated Won)
141,Expected (Higher Rated Won)
148,Upset (Lower Rated Won)
120,Expected (Higher Rated Won)
49,Expected (Higher Rated Won)
291,Expected (Higher Rated Won)
214,Expected (Higher Rated Won)
17,Expected (Higher Rated Won)
193,Expected (Higher Rated Won)
268,Expected (Higher Rated Won)
147,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
302,Expected (Higher Rated Won)
220,Expected (Higher Rated Won)
160,Expected (Higher Rated Won)
286,Expected (Higher Rated Won)
199,Expected (Higher Rated Won)
198,Upset (Lower Rated Won)
91,Expected (Higher Rated Won)
205,Expected (Higher Rated Won)
45,Expected (Higher Rated Won)
120,Upset (Lower Rated Won)
151,Expected (Higher Rated Won)
196,Upset (Lower Rated Won)
97,Expected (Higher Rated Won)
270,Expected (Higher Rated Won)
18,Expected (Higher Rated Won)
386,Expected (Higher Rated Won)
594,Expected (Higher Rated Won)
164,Expected (Higher Rated Won)
224,Expected (Higher Rated Won)
167,Expected (Higher Rated Won)
134,Expected (Higher Rated Won)
281,Expected (Higher Rated Won)
113,Expected (Higher Rated Won)
20,Upset (Lower Rated Won)
249,Expected (Higher Rated Won)
239,Expected (Higher Rated Won)
229,Expected (Higher Rated Won)
268,Upset (Lower Rated Won)
259,Expected (Higher Rated Won)
202,Expected (Higher Rated Won)
136,Expected (Higher Rated Won)
33,Upset (Lower Rated Won)
126,Expected (Higher Rated Won)
333,Expected (Higher Rated Won)
122,Expected (Higher Rated Won)
492,Expected (Higher Rated Won)
277,Expected (Higher Rated Won)
446,Upset (Lower Rated Won)
533,Expected (Higher Rated Won)
533,Upset (Lower Rated Won)
507,Upset (Lower Rated Won)
514,Upset (Lower Rated Won)
292,Expected (Higher Rated Won)
184,Upset (Lower Rated Won)
178,Upset (Lower Rated Won)
560,Expected (Higher Rated Won)
560,Upset (Lower Rated Won)
560,Upset (Lower Rated Won)
128,Expected (Higher Rated Won)
306,Expected (Higher Rated Won)
560,Upset (Lower Rated Won)
560,Expected (Higher Rated Won)
421,Upset (Lower Rated Won)
56,Expected (Higher Rated Won)
113,Expected (Higher Rated Won)
73,Expected (Higher Rated Won)
217,Upset (Lower Rated Won)
77,Expected (Higher Rated Won)
63,Expected (Higher Rated Won)
152,Expected (Higher Rated Won)
235,Upset (Lower Rated Won)
97,Upset (Lower Rated Won)
137,Expected (Higher Rated Won)
239,Upset (Lower Rated Won)
173,Upset (Lower Rated Won)
227,Expected (Higher Rated Won)
156,Expected (Higher Rated Won)
91,Expected (Higher Rated Won)
54,Upset (Lower Rated Won)
53,Upset (Lower Rated Won)
69,Upset (Lower Rated Won)
98,Upset (Lower Rated Won)
71,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
25,Upset (Lower Rated Won)
57,Expected (Higher Rated Won)
114,Expected (Higher Rated Won)
61,Expected (Higher Rated Won)
42,Expected (Higher Rated Won)
18,Upset (Lower Rated Won)
24,Expected (Higher Rated Won)
369,Expected (Higher Rated Won)
88,Upset (Lower Rated Won)
268,Expected (Higher Rated Won)
139,Expected (Higher Rated Won)
290,Upset (Lower Rated Won)
60,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
41,Upset (Lower Rated Won)
99,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
63,Expected (Higher Rated Won)
96,Expected (Higher Rated Won)
163,Upset (Lower Rated Won)
76,Upset (Lower Rated Won)
260,Expected (Higher Rated Won)
23,Upset (Lower Rated Won)
76,Upset (Lower Rated Won)
127,Upset (Lower Rated Won)
52,Upset (Lower Rated Won)
53,Expected (Higher Rated Won)
74,Upset (Lower Rated Won)
114,Upset (Lower Rated Won)
154,Expected (Higher Rated Won)
53,Expected (Higher Rated Won)
191,Expected (Higher Rated Won)
45,Upset (Lower Rated Won)
197,Expected (Higher Rated Won)
311,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
87,Upset (Lower Rated Won)
178,Upset (Lower Rated Won)
90,Upset (Lower Rated Won)
154,Upset (Lower Rated Won)
133,Upset (Lower Rated Won)
77,Upset (Lower Rated Won)
66,Upset (Lower Rated Won)
114,Expected (Higher Rated Won)
165,Expected (Higher Rated Won)
139,Expected (Higher Rated Won)
179,Upset (Lower Rated Won)
208,Expected (Higher Rated Won)
43,Expected (Higher Rated Won)
101,Upset (Lower Rated Won)
44,Expected (Higher Rated Won)
64,Expected (Higher Rated Won)
185,Expected (Higher Rated Won)
4,Upset (Lower Rated Won)
67,Expected (Higher Rated Won)
156,Expected (Higher Rated Won)
30,Expected (Higher Rated Won)
73,Expected (Higher Rated Won)
112,Expected (Higher Rated Won)
78,Expected (Higher Rated Won)
130,Upset (Lower Rated Won)
221,Expected (Higher Rated Won)
38,Expected (Higher Rated Won)
20,Expected (Higher Rated Won)
50,Expected (Higher Rated Won)
179,Expected (Higher Rated Won)
71,Upset (Lower Rated Won)
101,Expected (Higher Rated Won)
162,Expected (Higher Rated Won)
38,Upset (Lower Rated Won)
57,Expected (Higher Rated Won)
154,Expected (Higher Rated Won)
46,Expected (Higher Rated Won)
46,Upset (Lower Rated Won)
46,Upset (Lower Rated Won)
96,Upset (Lower Rated Won)
13,Upset (Lower Rated Won)
71,Upset (Lower Rated Won)
15,Expected (Higher Rated Won)
61,Upset (Lower Rated Won)
167,Expected (Higher Rated Won)
148,Upset (Lower Rated Won)
108,Expected (Higher Rated Won)
42,Expected (Higher Rated Won)
181,Expected (Higher Rated Won)
96,Expected (Higher Rated Won)
143,Upset (Lower Rated Won)
82,Expected (Higher Rated Won)
76,Upset (Lower Rated Won)
102,Expected (Higher Rated Won)
180,Expected (Higher Rated Won)
23,Expected (Higher Rated Won)
112,Expected (Higher Rated Won)
169,Expected (Higher Rated Won)
12,Expected (Higher Rated Won)
2,Upset (Lower Rated Won)
58,Expected (Higher Rated Won)
81,Expected (Higher Rated Won)
60,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
66,Upset (Lower Rated Won)
80,Upset (Lower Rated Won)
25,Expected (Higher Rated Won)
114,Upset (Lower Rated Won)
207,Expected (Higher Rated Won)
370,Expected (Higher Rated Won)
493,Expected (Higher Rated Won)
339,Expected (Higher Rated Won)
346,Expected (Higher Rated Won)
7,Upset (Lower Rated Won)
5,Upset (Lower Rated Won)
35,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
121,Expected (Higher Rated Won)
77,Expected (Higher Rated Won)
98,Expected (Higher Rated Won)
76,Expected (Higher Rated Won)
3,Upset (Lower Rated Won)
42,Expected (Higher Rated Won)
154,Upset (Lower Rated Won)
321,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
18,Expected (Higher Rated Won)
45,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
78,Expected (Higher Rated Won)
36,Expected (Higher Rated Won)
71,Upset (Lower Rated Won)
30,Expected (Higher Rated Won)
76,Upset (Lower Rated Won)
31,Expected (Higher Rated Won)
81,Upset (Lower Rated Won)
114,Upset (Lower Rated Won)
255,Upset (Lower Rated Won)
46,Expected (Higher Rated Won)
80,Upset (Lower Rated Won)
93,Expected (Higher Rated Won)
30,Upset (Lower Rated Won)
280,Expected (Higher Rated Won)
514,Expected (Higher Rated Won)
298,Expected (Higher Rated Won)
101,Expected (Higher Rated Won)
213,Upset (Lower Rated Won)
278,Expected (Higher Rated Won)
213,Upset (Lower Rated Won)
584,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
63,Upset (Lower Rated Won)
33,Expected (Higher Rated Won)
80,Upset (Lower Rated Won)
120,Upset (Lower Rated Won)
262,Expected (Higher Rated Won)
19,Upset (Lower Rated Won)
263,Expected (Higher Rated Won)
206,Expected (Higher Rated Won)
349,Expected (Higher Rated Won)
187,Upset (Lower Rated Won)
64,Upset (Lower Rated Won)
155,Expected (Higher Rated Won)
52,Upset (Lower Rated Won)
34,Upset (Lower Rated Won)
34,Upset (Lower Rated Won)
14,Expected (Higher Rated Won)
38,Upset (Lower Rated Won)
178,Expected (Higher Rated Won)
118,Expected (Higher Rated Won)
38,Upset (Lower Rated Won)
237,Expected (Higher Rated Won)
180,Upset (Lower Rated Won)
24,Upset (Lower Rated Won)
2,Expected (Higher Rated Won)
153,Expected (Higher Rated Won)
62,Upset (Lower Rated Won)
67,Expected (Higher Rated Won)
11,Upset (Lower Rated Won)
11,Upset (Lower Rated Won)
192,Expected (Higher Rated Won)
203,Upset (Lower Rated Won)
203,Expected (Higher Rated Won)
93,Upset (Lower Rated Won)
24,Upset (Lower Rated Won)
24,Expected (Higher Rated Won)
46,Expected (Higher Rated Won)
26,Expected (Higher Rated Won)
3,Upset (Lower Rated Won)
44,Upset (Lower Rated Won)
17,Expected (Higher Rated Won)
532,Expected (Higher Rated Won)
36,Expected (Higher Rated Won)
273,Upset (Lower Rated Won)
58,Upset (Lower Rated Won)
36,Upset (Lower Rated Won)
29,Upset (Lower Rated Won)
65,Upset (Lower Rated Won)
130,Expected (Higher Rated Won)
148,Expected (Higher Rated Won)
134,Expected (Higher Rated Won)
35,Upset (Lower Rated Won)
173,Upset (Lower Rated Won)
356,Expected (Higher Rated Won)
586,Expected (Higher Rated Won)
80,Expected (Higher Rated Won)
115,Expected (Higher Rated Won)
197,Upset (Lower Rated Won)
119,Upset (Lower Rated Won)
384,Expected (Higher Rated Won)
335,Upset (Lower Rated Won)
375,Expected (Higher Rated Won)
76,Expected (Higher Rated Won)
26,Upset (Lower Rated Won)
434,Expected (Higher Rated Won)
434,Expected (Higher Rated Won)
66,Upset (Lower Rated Won)
195,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
702,Expected (Higher Rated Won)
702,Expected (Higher Rated Won)
148,Expected (Higher Rated Won)
93,Upset (Lower Rated Won)
206,Upset (Lower Rated Won)
196,Expected (Higher Rated Won)
219,Upset (Lower Rated Won)
135,Expected (Higher Rated Won)
367,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
64,Upset (Lower Rated Won)
292,Expected (Higher Rated Won)
262,Expected (Higher Rated Won)
168,Expected (Higher Rated Won)
218,Upset (Lower Rated Won)
154,Expected (Higher Rated Won)
291,Expected (Higher Rated Won)
184,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
8,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
40,Upset (Lower Rated Won)
19,Expected (Higher Rated Won)
536,Expected (Higher Rated Won)
144,Expected (Higher Rated Won)
18,Upset (Lower Rated Won)
42,Upset (Lower Rated Won)
28,Expected (Higher Rated Won)
59,Expected (Higher Rated Won)
370,Expected (Higher Rated Won)
370,Upset (Lower Rated Won)
175,Expected (Higher Rated Won)
385,Upset (Lower Rated Won)
385,Upset (Lower Rated Won)
240,Expected (Higher Rated Won)
240,Expected (Higher Rated Won)
339,Upset (Lower Rated Won)
215,Expected (Higher Rated Won)
385,Upset (Lower Rated Won)
14,Upset (Lower Rated Won)
18,Expected (Higher Rated Won)
109,Expected (Higher Rated Won)
302,Expected (Higher Rated Won)
276,Expected (Higher Rated Won)
246,Expected (Higher Rated Won)
147,Expected (Higher Rated Won)
59,Expected (Higher Rated Won)
228,Upset (Lower Rated Won)
217,Expected (Higher Rated Won)
120,Upset (Lower Rated Won)
117,Upset (Lower Rated Won)
92,Expected (Higher Rated Won)
116,Expected (Higher Rated Won)
11,Expected (Higher Rated Won)
57,Expected (Higher Rated Won)
4,Expected (Higher Rated Won)
182,Expected (Higher Rated Won)
218,Upset (Lower Rated Won)
254,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
270,Expected (Higher Rated Won)
59,Upset (Lower Rated Won)
14,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
144,Expected (Higher Rated Won)
207,Upset (Lower Rated Won)
187,Upset (Lower Rated Won)
109,Upset (Lower Rated Won)
164,Upset (Lower Rated Won)
84,Expected (Higher Rated Won)
73,Upset (Lower Rated Won)
114,Upset (Lower Rated Won)
204,Expected (Higher Rated Won)
258,Expected (Higher Rated Won)
189,Upset (Lower Rated Won)
319,Expected (Higher Rated Won)
11,Upset (Lower Rated Won)
203,Upset (Lower Rated Won)
209,Expected (Higher Rated Won)
3,Upset (Lower Rated Won)
67,Upset (Lower Rated Won)
201,Expected (Higher Rated Won)
182,Expected (Higher Rated Won)
16,Upset (Lower Rated Won)
114,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
35,Expected (Higher Rated Won)
143,Expected (Higher Rated Won)
36,Expected (Higher Rated Won)
18,Expected (Higher Rated Won)
42,Upset (Lower Rated Won)
16,Expected (Higher Rated Won)
60,Expected (Higher Rated Won)
38,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
21,Upset (Lower Rated Won)
45,Upset (Lower Rated Won)
82,Upset (Lower Rated Won)
94,Expected (Higher Rated Won)
124,Upset (Lower Rated Won)
16,Expected (Higher Rated Won)
7,Upset (Lower Rated Won)
29,Upset (Lower Rated Won)
109,Expected (Higher Rated Won)
117,Upset (Lower Rated Won)
146,Expected (Higher Rated Won)
68,Upset (Lower Rated Won)
101,Upset (Lower Rated Won)
85,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
104,Upset (Lower Rated Won)
134,Upset (Lower Rated Won)
199,Expected (Higher Rated Won)
187,Expected (Higher Rated Won)
201,Expected (Higher Rated Won)
98,Expected (Higher Rated Won)
43,Expected (Higher Rated Won)
108,Expected (Higher Rated Won)
81,Upset (Lower Rated Won)
73,Expected (Higher Rated Won)
49,Upset (Lower Rated Won)
90,Expected (Higher Rated Won)
122,Upset (Lower Rated Won)
38,Expected (Higher Rated Won)
64,Upset (Lower Rated Won)
148,Expected (Higher Rated Won)
157,Upset (Lower Rated Won)
232,Expected (Higher Rated Won)
56,Expected (Higher Rated Won)
91,Expected (Higher Rated Won)
85,Upset (Lower Rated Won)
119,Expected (Higher Rated Won)
150,Upset (Lower Rated Won)
173,Expected (Higher Rated Won)
222,Expected (Higher Rated Won)
195,Expected (Higher Rated Won)
253,Expected (Higher Rated Won)
323,Expected (Higher Rated Won)
35,Upset (Lower Rated Won)
213,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
21,Upset (Lower Rated Won)
425,Expected (Higher Rated Won)
164,Expected (Higher Rated Won)
686,Expected (Higher Rated Won)
509,Expected (Higher Rated Won)
764,Expected (Higher Rated Won)
198,Upset (Lower Rated Won)
104,Upset (Lower Rated Won)
360,Expected (Higher Rated Won)
433,Expected (Higher Rated Won)
518,Expected (Higher Rated Won)
553,Expected (Higher Rated Won)
514,Expected (Higher Rated Won)
697,Expected (Higher Rated Won)
348,Expected (Higher Rated Won)
333,Expected (Higher Rated Won)
84,Expected (Higher Rated Won)
90,Upset (Lower Rated Won)
70,Expected (Higher Rated Won)
50,Expected (Higher Rated Won)
135,Expected (Higher Rated Won)
119,Expected (Higher Rated Won)
81,Expected (Higher Rated Won)
263,Expected (Higher Rated Won)
308,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
28,Expected (Higher Rated Won)
332,Upset (Lower Rated Won)
324,Expected (Higher Rated Won)
159,Expected (Higher Rated Won)
331,Expected (Higher Rated Won)
125,Expected (Higher Rated Won)
227,Expected (Higher Rated Won)
180,Upset (Lower Rated Won)
154,Upset (Lower Rated Won)
291,Expected (Higher Rated Won)
437,Expected (Higher Rated Won)
62,Expected (Higher Rated Won)
141,Upset (Lower Rated Won)
193,Expected (Higher Rated Won)
34,Upset (Lower Rated Won)
13,Expected (Higher Rated Won)
41,Upset (Lower Rated Won)
8,Expected (Higher Rated Won)
31,Upset (Lower Rated Won)
103,Upset (Lower Rated Won)
3,Upset (Lower Rated Won)
102,Upset (Lower Rated Won)
86,Upset (Lower Rated Won)
186,Upset (Lower Rated Won)
255,Expected (Higher Rated Won)
235,Expected (Higher Rated Won)
37,Expected (Higher Rated Won)
8,Expected (Higher Rated Won)
85,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
16,Expected (Higher Rated Won)
7,Upset (Lower Rated Won)
2,Upset (Lower Rated Won)
20,Upset (Lower Rated Won)
13,Upset (Lower Rated Won)
52,Expected (Higher Rated Won)
105,Expected (Higher Rated Won)
33,Expected (Higher Rated Won)
83,Upset (Lower Rated Won)
61,Expected (Higher Rated Won)
190,Expected (Higher Rated Won)
29,Expected (Higher Rated Won)
57,Upset (Lower Rated Won)
34,Expected (Higher Rated Won)
335,Expected (Higher Rated Won)
49,Expected (Higher Rated Won)
161,Expected (Higher Rated Won)
146,Expected (Higher Rated Won)
70,Upset (Lower Rated Won)
159,Expected (Higher Rated Won)
345,Upset (Lower Rated Won)
339,Expected (Higher Rated Won)
145,Expected (Higher Rated Won)
81,Expected (Higher Rated Won)
201,Expected (Higher Rated Won)
210,Expected (Higher Rated Won)
198,Expected (Higher Rated Won)
115,Upset (Lower Rated Won)
107,Expected (Higher Rated Won)
64,Upset (Lower Rated Won)
285,Expected (Higher Rated Won)
377,Expected (Higher Rated Won)
175,Expected (Higher Rated Won)
184,Expected (Higher Rated Won)
302,Expected (Higher Rated Won)
345,Expected (Higher Rated Won)
338,Expected (Higher Rated Won)
330,Expected (Higher Rated Won)
140,Expected (Higher Rated Won)
62,Expected (Higher Rated Won)
595,Upset (Lower Rated Won)
123,Upset (Lower Rated Won)
172,Expected (Higher Rated Won)
23,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
324,Upset (Lower Rated Won)
266,Expected (Higher Rated Won)
125,Expected (Higher Rated Won)
49,Upset (Lower Rated Won)
72,Upset (Lower Rated Won)
96,Expected (Higher Rated Won)
80,Expected (Higher Rated Won)
323,Expected (Higher Rated Won)
153,Expected (Higher Rated Won)
71,Expected (Higher Rated Won)
191,Expected (Higher Rated Won)
319,Upset (Lower Rated Won)
64,Upset (Lower Rated Won)
28,Expected (Higher Rated Won)
88,Upset (Lower Rated Won)
81,Expected (Higher Rated Won)
54,Upset (Lower Rated Won)
201,Expected (Higher Rated Won)
147,Expected (Higher Rated Won)
61,Upset (Lower Rated Won)
36,Upset (Lower Rated Won)
42,Upset (Lower Rated Won)
54,Expected (Higher Rated Won)
250,Expected (Higher Rated Won)
274,Expected (Higher Rated Won)
136,Upset (Lower Rated Won)
322,Expected (Higher Rated Won)
98,Expected (Higher Rated Won)
466,Expected (Higher Rated Won)
296,Upset (Lower Rated Won)
34,Upset (Lower Rated Won)
150,Upset (Lower Rated Won)
