game_id,rating_diff,turns,victory_status
ryMyeq38,-178,88,resign
atfxY2nq,-118,66,resign
TkUorujI,38,37,resign
E2V6d6kP,-237,62,mate
WNVrmJS6,180,110,resign
MW9eUOql,-24,35,resign
Xspp18sx,2,97,mate
SNSTLokN,-153,96,resign
vMZ9mOJw,-62,57,mate
tU8qlIeJ,67,45,mate
bt7zA9eR,-11,49,resign
WBlSZKCb,-11,23,resign
n94Shq6Q,-192,72,outoftime
u30tY0dF,-203,125,outoftime
KrczuVmI,203,31,mate
gEEe2SMo,-93,25,resign
fiiJXYh1,24,56,mate
MHHSBOP7,-24,104,resign
cN4BZfbe,46,47,mate
ebVavqeA,-26,29,resign
R1Sz9NyP,-3,37,resign
QVavKTil,44,30,resign
qv9EMhUr,-17,60,outoftime
w0lb70nJ,-532,79,resign
k9sR4kA3,-36,54,resign
VC3Xdpj1,-273,71,resign
Vq8qvNtQ,58,32,outoftime
nj9lCjHE,-36,107,mate
2x3Fxia3,29,70,resign
F5M7li7h,65,48,mate
SojkL7z7,130,53,resign
NCsAYNhI,148,75,resign
ibVptXUP,-134,36,mate
orJnZ8kX,-35,61,resign
mxkIZH22,-173,95,mate
w99zKUXs,356,25,resign
1AmC7sn1,-586,60,mate
NpMkvm69,80,59,mate
Wi2kSx5D,115,33,mate
2X2BXo2g,-197,53,mate
bvUqaz6f,119,38,mate
DZuAbSV8,384,59,outoftime
JbpKNhzn,335,36,resign
Ev5ThKia,-375,60,mate
s0Y8J1hE,76,15,resign
lC6AlxLW,26,18,resign
abpk6T77,-434,3,resign
XhOncl4a,434,9,mate
cVIvOG7G,-66,55,outoftime
Q4HzKL2C,-195,38,resign
EIY5ybSq,-82,66,resign
DuIwYHMA,-702,38,resign
NmeXh1uu,702,63,resign
LTShgqvr,-148,140,resign
exfIiTOY,-93,99,resign
IhL0sMJ7,-206,42,resign
DeF8sMGC,196,111,resign
LfpIxAfj,-219,33,resign
Ol1VGuUW,-135,38,mate
uhwYSFEx,367,45,outoftime
uxYo1Us4,13,21,resign
4yLWnpCr,-64,71,mate
HZ6dI60L,292,84,resign
se4MSTCf,262,29,resign
uKylXBCr,-168,48,outoftime
GWllX6pT,218,28,resign
NYFOnJQz,154,41,resign
DEdVu4kj,-291,60,mate
Vi7dYNdv,-184,48,outoftime
9reOOovh,-27,49,resign
DSd598fa,-8,74,outoftime
jpVeDbUQ,54,55,resign
26mJgp9a,40,52,resign
vWRgzGuf,-19,32,resign
QnzWsHIT,536,93,mate
35YMtZaV,-144,38,mate
1w35Qc1Y,-18,43,resign
xxEsINaG,42,20,mate
SMuzh97T,-28,80,resign
nCCDrlh0,59,51,resign
bnBOp77a,-370,106,mate
czfYQz6Z,370,68,mate
e6RpqNcC,-175,68,resign
ZDrcAbAo,-385,55,resign
z9DFjGqg,385,96,resign
iIQEdfD3,240,53,resign
sLnsBVxo,-240,34,resign
XdT1h6uE,-339,3,outoftime
AfsmWw2p,-215,54,resign
DtosjFZu,385,64,resign
lDS7S6H8,-14,76,resign
gBxOF02r,-18,50,resign
octV7V23,-109,84,mate
FTph7C3D,-302,47,resign
KhN0A81w,276,51,mate
xH3jfj1C,246,28,resign
X00D1ff5,-147,66,resign
IksoIaun,59,45,resign
fgjRZQCJ,-228,73,mate
2jYnRRGb,-217,78,resign
6bw6DQTK,120,82,resign
wNJGpLQ5,-117,13,mate
N3xGLnCL,92,57,mate
mgFcYRtr,-116,34,mate
vkASm2XE,-11,106,mate
TUhyYcIG,-57,70,outoftime
p6iahEOl,4,111,outoftime
2pgWBSbd,182,59,resign
7oJ6oX3p,-218,33,resign
KRaTMzTm,-254,20,mate
bHfiXeQ0,-120,42,resign
P0W1cg8W,270,35,resign
JN9jlO0W,59,24,resign
vr8NQwZt,-14,60,mate
LpfNvYSR,0,87,outoftime
Au70Gxsz,-144,62,resign
2mkFnItM,207,52,resign
nLLl4gtH,-187,59,mate
lhGP1sfv,-109,67,mate
n2nxpfS7,164,88,mate
WkBNElC0,-84,32,resign
umeJKlZc,-73,19,resign
wE6HPbID,-114,83,resign
nxk2Sv0A,204,85,resign
B7RA0xMZ,258,69,resign
yMHa25QI,-189,79,mate
FGK9nAo0,-319,74,mate
NcDXNUKm,11,80,mate
LbmdKVhq,-203,101,mate
TCMvL022,-209,62,mate
c1q2ms7U,-3,65,resign
eVGMyd9u,-67,83,mate
MUzoeVy4,201,69,mate
OjFVMu1H,-182,44,resign
lHTdRefy,-16,73,resign
8J2H8xFD,-114,12,resign
AfgQlMcr,79,21,resign
v0Ye2cGa,-35,30,resign
CyGIqZrg,-143,170,mate
JXDdBJTb,36,47,resign
vQZUFwrC,-18,42,resign
i99yjhuj,42,56,mate
2ri8v1bd,16,27,resign
OluYCTTB,60,96,resign
X8DxTTl8,38,101,mate
YxZpkBIh,-2,73,resign
BjlpDxTf,-21,33,resign
r6gjgWAb,45,70,resign
FcMsax7p,-82,31,outoftime
QIrUtZaz,-94,72,outoftime
KjUhP1fu,124,52,resign
dFE7Wki6,-16,30,mate
c5j0J10c,-7,47,resign
Oq7Lgu0Q,29,50,resign
POgLkAmr,109,99,resign
4jOyMflD,117,64,resign
yEK5xNFT,-146,56,resign
IY1f9Sak,-68,55,resign
nEbMRPZ8,-101,55,resign
0YdrLASh,85,37,mate
hxlrOVye,-110,68,resign
KMsGaYbT,-104,57,resign
6CnnA3Md,134,42,mate
LnfbyfU9,-199,12,resign
75RBoKPH,187,49,outoftime
T2u6TjQh,201,31,resign
hvOP8h92,-98,86,resign
nLkMyTGa,-43,100,resign
vHk2d5Qt,108,65,resign
5ZB3yWV2,-81,79,resign
YOJ15lkS,73,79,resign
i4yebAMS,-49,51,outoftime
y1F0v2fD,90,27,mate
pIpvmpnn,-122,69,resign
DP2LJNJz,38,33,mate
sh1RW3hv,-64,55,mate
ixbjuelh,148,47,resign
8xgLRn1T,157,66,mate
3XFeu2y9,232,101,resign
heUCa4n7,56,63,resign
KqaJWym4,91,63,outoftime
KQCsn8jK,-85,71,mate
upLFmDZU,119,48,resign
FPstFH0o,-150,31,mate
73Rj19ww,173,105,resign
vko5Bjbr,-222,41,resign
h7NmZ16T,195,41,resign
XAcopyll,253,63,resign
3Xi6V6Ed,323,49,mate
T1Sd5N0e,35,180,resign
IEchknQE,213,47,resign
LtlQNl3K,-304,52,resign
SlAy6yeg,-21,47,resign
3rToNxo7,425,29,mate
ZJbogNrj,-164,68,resign
aqpMkYb7,686,35,resign
N2Qr5s0B,-509,24,resign
O7LICUTt,764,61,mate
vJwXRjd8,-198,71,resign
gHPbmCEL,-104,43,resign
4nFGap8E,-360,48,resign
38jY5N1L,433,31,mate
BFo44qd4,518,25,mate
WSsJ9ybn,-553,38,mate
P26Ifxkn,514,15,resign
O1QYPV9Z,-697,50,mate
HZQ9bQVw,348,69,outoftime
K4ZH9CJA,-333,20,resign
tHOCyEFZ,-84,102,resign
rJWTaG2Q,-90,83,resign
jKsQvJwi,70,57,resign
qNz4Ptu3,-50,72,resign
WY4y3NkL,-135,68,resign
53XQKcW7,119,55,mate
ufcR4HPD,81,51,resign
1se2r3AN,263,67,resign
5Vgc61Qk,-308,42,resign
LsgZXsUz,1,88,outoftime
Z5kVZz9M,-28,84,resign
pHuSZNy9,-332,93,outoftime
vE68GXCx,-324,100,outoftime
qLA9UsKY,159,41,mate
U9O1aVVs,-331,56,mate
M5ovqba0,125,59,resign
hfRnmePd,-227,66,resign
RgYHosUA,180,72,outoftime
I6Cutd1H,-154,89,outoftime
PRH8qjDK,-291,98,mate
8XPSwKKs,437,32,resign
iRZBMYR7,62,37,mate
hbfERnNa,-141,47,resign
KC1kVZ6S,193,113,resign
6XqWV8Ta,34,45,resign
tEP3vvxm,13,113,outoftime
koto16BS,41,66,outoftime
dv1yOPo2,-8,64,resign
rYZuwNeb,31,54,resign
tYXXz2Ox,103,22,resign
HuUzinn4,-3,73,resign
gowC6IlW,-102,51,resign
05uL2Hod,86,50,resign
bvPGu4Ua,186,46,resign
XaZBpoVV,-255,45,resign
WqZJJiL8,235,37,resign
Ub1vnywf,37,19,resign
fOVbcygA,8,55,resign
vFKSEjsP,-85,71,resign
RA7TdZn0,8,64,outoftime
S1c6jw1X,16,36,resign
NnAmJqbY,-7,10,resign
F4EPmFHE,-2,65,mate
7ROLxrTq,-20,42,resign
jalQvFE2,13,42,resign
cbD1XUD1,52,57,resign
2UXOqtYH,-105,140,resign
eRP0V48d,33,61,resign
1kLBD7Qs,83,78,resign
3BOGYwv1,61,37,mate
livKle08,190,79,resign
UMxt0XTo,-29,80,resign
psxki3ya,-57,9,mate
6NYcoKmJ,34,31,resign
CNDGvX8B,335,53,mate
OHaT4yWA,-49,62,mate
gxmg4xEB,161,52,resign
KH9PEk6f,146,61,resign
pFIPLLrs,70,84,resign
ZIbwwPP5,159,81,mate
Di61JPiU,-345,25,resign
sPHwZkgE,339,55,resign
GzXHG9Mo,-145,42,resign
upN3gqb9,81,67,mate
fALntIT8,201,117,resign
8GvVxWnv,-210,56,resign
koNhHOy3,198,58,resign
jgwPd00W,-115,23,resign
0ibtgKrg,-107,98,resign
TozcSlif,64,48,mate
1VfklRr2,-285,94,mate
HdpWi2Cr,-377,49,resign
7H8pMMRQ,175,83,resign
JDkOhAJi,-184,36,resign
2XP2aJXj,-302,58,resign
oaAeipyT,345,77,mate
8xQZOaNV,-338,39,resign
o68btxdu,330,101,outoftime
zxVIjZN1,140,111,mate
PPG35vaC,-62,52,resign
HtUeXUJl,595,30,resign
RUnJpyIz,123,16,resign
Ts3Wm16e,-172,32,resign
yT0kRyMQ,-23,95,outoftime
kElki0yt,0,37,resign
HIb3iTOS,324,74,resign
dkQO8hnI,-266,54,resign
xeWDAq8N,-125,58,resign
ZqAtqKwe,49,80,resign
RaLTSxCr,72,53,resign
JQTmnPS4,-96,44,mate
NntLD8pI,80,71,mate
rqW55o3M,-323,64,mate
fXInc99o,153,47,resign
E2ODizgR,-71,74,mate
bRsKP7Oo,191,33,mate
jxtKbPKu,-319,34,resign
hJLY2zbj,-64,53,resign
kSwW4NdA,28,13,mate
m0jemvqM,88,61,resign
0oYH3bZv,-81,40,mate
NGGfvoK7,-54,8,resign
1U2iqjzt,201,36,resign
EUIHt4S7,-147,16,resign
SogXEzTL,61,50,resign
xUlrutCR,-36,59,resign
Ur0uJGc9,-42,41,mate
jgOoHzON,54,55,resign
V5KUZRsx,-250,22,resign
2Q7pt348,274,45,mate
lfdyhWqu,-136,36,resign
N0rxIuk0,-322,54,resign
atNQP83h,98,63,resign
aOiEEMDv,-466,30,resign
aJOObhMv,296,54,resign
aJiwBwQE,34,48,resign
VjeHmU3E,-150,49,mate
1Wkz8f4T,201,109,mate
mSBfIjdv,-347,68,outoftime
3qtOgt8E,39,106,mate
uBQMbnHi,305,54,resign
683F7kL5,-305,33,resign
fWvjGe4B,305,36,resign
hn004qwQ,-305,28,mate
4Zy3QV3G,316,29,resign
qZOmXREt,-263,30,resign
2e5U4t0w,-224,6,resign
vxdojV9B,-11,73,resign
KToobl2Q,310,22,resign
ME9Is8pZ,39,58,resign
kvNkKzzz,13,80,mate
e6i6lqWz,-37,50,mate
z0ykCM8K,326,26,resign
76CtRpaS,43,98,resign
dqSVEcUm,250,41,mate
kRfHx265,-241,45,resign
pLwtxXxU,-69,10,resign
UFTOTq6B,-91,54,resign
vCN6Fu4o,0,28,resign
Zu0HWpvz,-256,30,resign
4X0Jqwhz,-198,52,outoftime
B4DFUedk,59,75,outoftime
k7nRoQEW,-14,32,resign
r6bAHeeJ,56,35,resign
suTmPUuR,-15,38,mate
YcUEZKBC,80,28,resign
Ngufj9x7,-61,78,resign
ThfnmMIN,-145,50,resign
pqnokLf3,-32,36,mate
WcB9Z0i7,19,55,mate
cpKzVfMZ,23,57,resign
Uy8Y9ldx,-26,65,resign
2Knypsbl,-11,30,resign
4gKCCL07,27,48,resign
OlZTX61W,13,71,resign
upidVreQ,5,54,resign
Rcmr82Hr,-21,35,resign
R3GKyTYI,-9,41,resign
PG11Ik0m,-31,31,resign
2z4giltQ,-3,99,resign
WiwAh888,19,56,resign
BE16JO9W,19,33,resign
ZdXCv8KZ,-100,48,resign
ywIjpQfW,-120,30,resign
0JFqrdjk,120,27,resign
9pvfXZaS,19,34,resign
CtAJ62S8,36,95,resign
yFmEbATN,-75,40,resign
3YkR4bpE,-51,163,mate
uudKRbIu,-6,87,resign
RpedBjZb,0,79,resign
4RbnN6f9,5,44,mate
WddzmgVg,102,70,resign
lIXqC20Y,-102,15,resign
0yKCo27c,-89,46,resign
jiivtpH6,2,37,resign
ba2Nr0Ls,-1,105,outoftime
ZXq80hWh,-3,32,resign
Ln72Suia,28,50,mate
0bkS1DZE,-56,25,resign
OWcyS6vt,67,28,resign
C9lVCh2i,-16,66,outoftime
beXCZH3z,6,37,resign
hXnjygZ5,-92,138,mate
skBkxjbN,254,67,resign
TyVle1VW,405,121,resign
N3Cyi0ps,348,57,resign
z9ZtH9zT,-161,89,resign
kyyDwz6N,380,67,mate
mVGEnKER,-116,40,resign
zPKtFKGw,-103,55,resign
d2fq3MvF,14,93,resign
lwXhQtKC,797,39,mate
uvOx5Uxy,-208,118,resign
RbH96ys4,-256,66,mate
iwZooNfV,245,47,mate
vX348Wsw,469,81,mate
GN07Pfuz,208,75,mate
k224xGwE,-204,80,outoftime
wOUimDUz,455,37,mate
d68yVXS5,-376,85,mate
MHiqGzBE,529,35,mate
9RxL3p8B,-353,38,mate
vqgQ6z87,-274,42,mate
T0q4Xyta,-55,72,resign
glEjKgYr,70,55,resign
WKr0hmzw,-544,52,mate
LDc4YKQt,-69,54,resign
2hctEGx7,-29,78,resign
Q8Wyxruo,-3,47,resign
b7REekpw,1,85,resign
1UjuzBGK,9,62,resign
l9xILQlb,-64,49,mate
44pMM3cU,91,108,outoftime
tnII4nVU,44,116,resign
214uKzsy,-38,38,resign
dqvFoghy,18,79,resign
my5GFXeE,-41,41,resign
enDhzBkl,-84,62,resign
lLp2nIc4,38,50,mate
UnZyKPrN,-40,116,resign
olVc2XvK,24,60,mate
6BURTGVj,0,140,mate
iZG1NKJs,-54,60,resign
oZMPJ7p0,-29,74,resign
VoNSAzQ2,37,43,resign
G1S75LQo,-16,82,outoftime
rpvEjadZ,-5,119,resign
zFL0KBbf,38,45,resign
GV38VxlJ,-16,66,resign
iF4N8JqJ,-5,138,resign
2ncMjS6n,-64,115,mate
Zgqg2iGS,31,40,mate
SNQPWouP,-22,51,mate
cXPH4BnK,31,50,resign
dgFAyjvx,-45,65,resign
Q5HSsAlS,-19,66,resign
vdgH6oxc,44,111,resign
ge3aXn0z,51,48,mate
VTbeGnHK,-31,96,resign
BTz6FYaB,-58,144,mate
yC53VDys,313,73,resign
HlV7M3eJ,-364,44,mate
AZnt3REw,-655,62,mate
SRed86sw,15,84,mate
c4wLhcqs,-312,63,mate
5yqO5tRl,631,107,outoftime
ymGiX54u,-210,59,mate
IvDQzyhe,488,83,resign
73X9Ggzt,-69,40,mate
Np1puf3w,408,77,mate
cSaCh9JF,313,84,mate
BC6nN1z2,466,41,resign
dbL7wtBE,-466,44,resign
oouLaXGK,364,54,resign
RQP1o6P5,-249,55,resign
Q4PSI6Ra,522,71,resign
zjVoHjkc,95,17,resign
e5E8qqz5,-20,64,resign
q5EEaQh3,-339,90,resign
toYQtDdj,119,25,resign
QX5yr8hI,129,139,mate
m1R8QZPV,9,127,mate
CpULSkQr,-129,72,mate
msnWn5gr,-93,9,resign
C7DcW861,-341,44,mate
yvHL5Ymq,-45,52,resign
SurDq6HX,238,121,mate
sWgzbgsP,-143,130,mate
btv2TsGy,1,30,resign
ZJQFrVUx,-380,76,mate
hb1snMMt,323,46,mate
HvPJbptf,100,99,mate
VEfLuxGU,-145,18,resign
747VA5sw,95,76,resign
HXr03lEZ,-80,50,resign
0mGLHAll,-19,45,resign
iHCCADuq,108,20,resign
XZ9zUECj,262,59,resign
i7FcI1fl,329,47,resign
Ae9Kf6oF,260,59,mate
DxoPHBU5,-382,57,resign
gnzWTcde,-367,54,outoftime
lcHp9049,450,35,resign
yVUuQHVi,-83,20,resign
jIB5KwF1,35,106,mate
Myv0QlEP,396,33,mate
GwhRpQfx,-158,96,outoftime
qCGBQXIQ,-92,23,resign
ENDiNyBG,256,60,mate
BFMTITQg,407,63,mate
TwmguiO4,-112,44,resign
dHUWaAck,417,131,mate
wka57pX8,-286,56,resign
FC822dnc,422,51,mate
zdMwH9os,9,137,mate
6ydzLNMU,-112,93,outoftime
dWEA7AB8,-9,66,mate
3FAKBL4O,-254,159,mate
0vaD0Xwi,260,27,resign
5u0KkGDI,-109,95,mate
wsJ1nS0F,284,51,mate
JEsxSdN0,-197,38,resign
YP7n0O3q,135,43,resign
ektPQuQz,-64,77,mate
5XEAo55z,-175,32,resign
gk9h5bFh,143,93,resign
Iqy6NOIS,-118,34,resign
YuOoG8BJ,101,81,resign
gLdZMElP,78,30,resign
tUOZivwN,503,65,resign
1zR9BfHg,-409,48,resign
kv1NclYd,406,55,resign
DdhssZkh,404,43,resign
aG00iPxW,601,61,resign
X4ZYw4g1,-326,20,resign
IeUoeV7s,579,52,resign
04B0N7Xa,-583,74,mate
hkdroXvd,-645,74,resign
rOYXg3Q4,-464,26,resign
tWQexu8B,456,57,outoftime
7v3VWvIL,19,26,resign
63XRK9rK,-41,57,mate
qUqcmSSY,-96,112,mate
24GTWaT7,79,35,resign
9CGKBsBz,-285,69,resign
22muVVIz,-546,83,resign
6G3iEGJV,-475,58,resign
Sx2VVpxj,-310,32,mate
uE39VLjw,310,9,mate
mNnjHOl2,-310,52,resign
Wk4jpUgw,310,19,mate
veH3zb9m,-67,20,resign
pxKDXBB6,310,35,resign
EuBg5kZU,-310,21,mate
I4eSU2KQ,310,33,resign
kkBHVY9Y,142,88,mate
tlzknnXE,-943,40,resign
AFe9LZot,-144,14,resign
vn5uAqic,287,7,resign
0RHPcq3I,-750,12,resign
KTltBUJU,236,67,mate
CPwRLIHq,-194,54,mate
uRNzyTcK,173,49,resign
dF1hkZzP,-67,72,mate
gb2ZtQG4,-248,24,resign
8vPWYA75,-248,55,resign
5QW5hnAc,88,23,resign
uGgYf696,-109,27,resign
sVOQ0IMs,48,9,resign
p0btVtj4,28,28,resign
qT9E6zbm,-38,80,outoftime
XURA0sEU,166,58,mate
8tGMIcAO,-255,27,mate
BDMZoMQC,303,9,mate
jwUp1Gsj,-282,60,resign
EZO6xfI2,-295,82,resign
edNYUUTg,219,17,resign
BwYnEuBC,180,7,resign
1GxF0CTX,-124,44,mate
3miVlDah,-86,25,mate
gwDY89qO,-47,65,mate
nn6igIjA,-79,69,resign
M85SkFne,-415,53,resign
wRhEfHch,210,55,resign
XrpvhBxq,-377,40,mate
EZevC16k,-678,86,resign
hNKjWQD6,-300,47,resign
TlsrYKp0,461,16,resign
Bb2Tgc8u,179,29,resign
pgYN7NXi,889,27,mate
d4xQSX1w,-300,74,mate
5kmF4IZx,-336,39,resign
wEMlLnb4,-367,50,resign
7lUJ2R7V,494,53,resign
BATCPKav,-488,40,resign
4HmFF4ME,482,21,resign
I2nZFOZ8,-194,40,resign
BFjwCF4C,-404,17,resign
z9r7gu4q,592,61,mate
q7py9H2Y,351,19,resign
q3FCC8vr,-537,62,resign
5DlI5YEl,533,45,resign
MnSqfvWI,-733,44,mate
vvJT8sTX,-192,38,mate
wtxEJ2gd,319,43,resign
SMkkEcR3,-301,14,resign
ivQvOIdj,1015,23,mate
dbyxg7H3,548,41,mate
n320Hc4s,-115,118,outoftime
JeIlkoH6,362,58,resign
AtpsmLKk,-53,43,resign
DSuHhfqH,86,66,resign
mIiuVrgM,442,51,mate
JmLRln7J,69,72,resign
oUmyXGUX,109,69,resign
1VmaA6qA,86,32,mate
RlZwOmvz,226,108,mate
59dyREtp,-50,94,mate
AA9aukPK,-236,34,resign
kf0aAzks,511,77,outoftime
TJLmNonU,-191,82,resign
pmsu9RlJ,286,67,resign
w90bhD7e,-278,80,resign
wvAWpm0x,195,68,resign
pGr2e86l,284,119,mate
18xOX6zT,-42,95,resign
DVFQll0P,21,46,outoftime
DlEsO7TI,-48,47,resign
ypZJ0wVa,-76,41,resign
fYou6hn2,-138,65,resign
obKdxgfg,-6,61,outoftime
IlG3GNBw,-226,144,resign
ujAHgk4M,55,105,resign
QcvL41ZQ,331,43,mate
qKr86YXy,-324,20,resign
iNa8oKrC,242,89,resign
wpPqh9Lb,20,55,resign
yJjwsJmm,42,101,resign
LMbpuxoi,270,83,resign
TSLPgxAf,-111,102,resign
RiSnVK0z,-33,66,resign
Ms2THNEC,-289,45,resign
49JFsT38,4,161,resign
LGbSgtI4,29,62,resign
zFpn8qfk,-23,81,resign
TI774QDs,-51,52,resign
5kcUc0xT,-234,46,mate
VgW6TwaS,-19,46,mate
fkKZ6Be1,302,27,resign
f5P78gJR,-325,68,resign
NL6ijlNL,422,53,mate
C7ce2Qec,-359,70,resign
dUx8i5xB,-89,32,resign
xkWl3nR3,372,71,resign
o3Pxe7sm,192,44,resign
oPy2AMGy,242,89,outoftime
4PajUOj7,-17,43,resign
sWCARvFa,217,74,resign
tdJwDNk4,-276,74,resign
2s5t8SCy,-15,135,resign
VeeCoebX,-192,128,mate
g8Eww1Js,74,40,resign
E1rWNlCw,-29,57,mate
yay9t80W,-55,49,resign
JMUZhIVI,-221,61,resign
oCloK0Xg,-146,49,mate
KitHL7cI,26,69,resign
Oi8cbDZh,-132,110,mate
eIWEORiw,-46,32,resign
NZwkQOVV,26,95,resign
xsXmPQhu,70,111,outoftime
f5se4TkA,-51,47,resign
t5Rf0vhm,-3,42,resign
6ry8ntqL,1,51,mate
mo7ZHEUb,-231,66,mate
jT2e4Vrh,39,29,resign
ujoTdSl6,-36,79,mate
cz3oww3N,39,82,resign
JfPNpTjQ,131,169,resign
Wf6GPzeL,-106,58,mate
w0I8H1Ac,204,41,mate
pLBznSng,356,48,resign
HTRIp02Y,-193,86,mate
SFqSErkT,144,52,mate
RIf8NTSB,-340,44,mate
NkKoPZ8J,-369,22,mate
1xaud9pS,-68,31,resign
qcBHw6FP,-28,82,resign
1i3ANZYN,-207,28,resign
0NodlS1x,20,39,mate
5sHsjTd8,-56,102,resign
Wg7MuSLY,22,72,resign
DDc3xk1r,-61,59,resign
m07bQT3H,42,57,outoftime
FFjDfpHq,-17,29,resign
SAjjgOrb,48,46,resign
KRd0phjX,-49,178,resign
jR6WunAC,50,44,resign
4JvEqIHi,286,66,mate
ZWhR7KAf,289,34,resign
Np2HKyzJ,-289,71,resign
yBlGMtoq,289,26,resign
qr1Os4oU,-289,90,resign
ESHxteJ9,255,60,resign
Xvmmwvb6,245,37,resign
0iO6XzA0,-235,60,resign
sb7psqf5,67,23,resign
vr390nQm,187,55,resign
JDtzgTIh,-179,36,resign
Yamx0XFI,165,121,resign
JLiioNw0,-224,80,resign
mEZ6kPsZ,-250,121,resign
M6RK9cet,154,24,resign
ME4Pgou5,-138,24,resign
3kDAbHmV,-244,48,resign
euio1Qsw,-104,135,mate
mxY3wUgH,112,67,resign
wzS0fTxj,-144,39,resign
na7JYKSm,-141,90,outoftime
uWZ25miV,61,96,resign
FyqAxFVs,-303,74,mate
SeX4ElMB,252,113,resign
QqfswHLn,-459,102,outoftime
dkxnzHaF,372,107,mate
JLDAxqct,-316,64,resign
z0FEKvYu,204,85,outoftime
ICR8stR3,-668,74,resign
ZXoWp4yh,203,93,mate
7N4m1Wfd,-203,142,mate
iOTNW21q,203,79,outoftime
q8s8EaeD,-621,37,resign
JBK3M8PP,-615,42,resign
GvZJduMP,592,23,resign
ATeRTEGm,-35,100,mate
QLrxgtVJ,483,61,mate
uJLmuxML,-325,137,resign
MU3gkeYa,0,59,mate
f5Lco1kF,18,50,resign
qeNryRmX,153,37,resign
Gj6nwBC9,41,63,mate
CZU6NI3l,127,52,resign
seslwxeS,101,53,mate
GF6Akobh,-131,57,mate
Y6OiHWWo,138,81,outoftime
4MRUHgiy,-129,46,outoftime
OpCxvDp1,98,23,resign
XizCcEC7,-11,74,resign
ziqOfBhp,-11,23,resign
ADZZxXdz,-447,34,mate
gea9KBsQ,-447,32,resign
zXmVhTXm,-447,26,outoftime
kuUD842n,8,81,resign
yhsY0tu3,-123,87,resign
r7TXXtvz,-119,58,resign
guD5w6ja,-111,152,resign
kr3BwKpv,-9,34,resign
dhiBmU4u,70,74,resign
16g3zRMn,11,70,resign
2dzDMQAo,15,48,resign
WKcZI6rI,11,94,mate
sVAalAIe,15,51,resign
jN7S30Qz,64,21,resign
vo1wAkhf,-17,42,resign
KnkPcCyI,59,89,mate
wmNsOkUa,-39,78,resign
O4vS4may,31,73,resign
tHOyp1SN,59,53,resign
480QON50,-7,74,outoftime
Z22znOmX,-69,43,resign
r3JGOUHc,-110,111,resign
Hp5D7fHr,-19,82,mate
upH2jwd5,107,63,mate
AxcGq2dV,-145,58,resign
I4e6YeNP,45,61,resign
RYJpHPwq,7,92,resign
CWVi4rQG,61,34,resign
2u47s0pe,-102,70,resign
XEuVpmdF,-16,70,resign
wT03Nbwu,-233,50,resign
l6X4Y3DU,221,19,mate
sZ5gcGOJ,-204,65,resign
Hh2c0z5e,14,196,mate
FZMIwfxZ,-66,138,mate
l5JIATAg,-281,114,resign
a6ywKNt0,-51,111,resign
uFsw64hz,-256,45,resign
ZxR7P3V2,-51,35,resign
qFqyG001,-27,54,resign
1EbCHVeX,75,104,mate
loe8s1l2,-77,70,mate
A4KSrPmU,-415,84,mate
CT49XZGj,-412,86,resign
guMtLFyZ,-197,209,outoftime
PBVbCIlv,-236,118,mate
wRWbOy4f,-86,94,mate
MpcX0hmb,-217,89,resign
Y4yXnzq4,-106,48,mate
HOezQYnp,-529,142,mate
8M8xBvfQ,-3,80,resign
SqD9TFC0,-162,46,outoftime
nqodNVPx,21,38,resign
AmZUX1SA,-126,58,mate
4ivOJPLL,10,68,mate
8ThoLJ12,-217,120,mate
N1YBksgN,-33,94,resign
OkvFM9sn,-358,130,mate
L8rT159b,-533,76,mate
OFZg5RCp,-177,72,resign
fNxYEQsq,-47,80,resign
jtZZaI0n,-167,104,resign
bSBLTFpo,-503,48,resign
6A0z1jzD,-82,36,resign
DJMxyZQG,-428,144,mate
e9Wm5XV6,11,110,mate
b0hLNIKL,-55,44,mate
Thy3TlFa,59,132,mate
0RKbCNnj,-98,53,mate
lBizRfBO,18,100,resign
COtpCwpi,80,85,resign
NhZJn0HM,-189,80,mate
qiGaqBlO,-110,36,resign
kGageujr,-43,25,resign
JWNrYTGA,-2,156,mate
cJN76FsO,288,72,resign
ULhzYK3f,-227,58,mate
HY6Nkd7w,54,65,resign
val09fvD,-33,88,mate
ByDSGOWb,-6,45,resign
LpbgsfzI,21,107,resign
B4Q79brn,7,34,resign
ux323MzW,-112,113,resign
f97QLWw7,48,29,outoftime
t8xmlI4w,12,65,resign
q1EG1OqB,-11,28,resign
m1USMFBS,108,23,outoftime
B6TGTExW,133,45,resign
U9FokBKx,366,59,mate
ZAjw56B9,322,73,mate
wfZTFJkN,-37,58,resign
drcUwBGF,17,57,resign
gONOwpjH,988,43,mate
5Ze4uWGf,129,29,resign
gAF3FlVM,199,9,resign
vKmpjdnd,-66,86,resign
ZZdvPTyL,-267,52,resign
vF1z1RsG,251,75,resign
LvprtBNp,-72,91,resign
PcvqJI2U,303,75,resign
TGFaDQzC,-57,77,mate
tr0pUstd,324,16,resign
bZhk7VxT,-237,8,outoftime
utif1iXA,147,77,resign
P817jqT2,-372,22,resign
tPIQvn20,148,53,mate
zip27dic,-297,22,resign
bcI9UDKS,403,42,resign
CVqwFMJp,-382,66,resign
8VKdIsdE,102,105,mate
B9SOnytS,-148,157,mate
ZUVuvGQx,126,17,mate
unSkEjUP,210,47,mate
96bZWSOw,-289,6,resign
